Dependency=ASHRAE IECC Climate Zone 2004 - 2A Split	Dependency=Heating Fuel	Dependency=Vintage	Option=Ducted Heat Pump	Option=Ducted Heating	Option=Non-Ducted Heat Pump	Option=Non-Ducted Heating	Option=None	source_count	source_weight	sampling_probability
7A	Fuel Oil	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	6	3928.21	2.62E-05
7A	Natural Gas	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	6	3928.21	0.000336738
7A	None	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	0	0	6.29E-06
7A	Other Fuel	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	6	3928.21	9.95E-05
7A	Propane	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	6	3928.21	0.000347578
7A	Electricity	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	2	5267.54	0.000210593
7A	Fuel Oil	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	6	3928.21	5.66E-06
7A	Natural Gas	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	6	3928.21	0.000148965
7A	None	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	0	0	2.97E-06
7A	Other Fuel	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	6	3928.21	2.56E-05
7A	Propane	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	6	3928.21	8.52E-05
7A	Electricity	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	5	23357.5	0.000180697
7A	Fuel Oil	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	20	27962	0.000142432
7A	Natural Gas	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	20	27962	0.000638851
7A	None	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	0	0	9.90E-06
7A	Other Fuel	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	20	27962	0.000124689
7A	Propane	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	20	27962	0.000239264
7B	Electricity	1940s	0.000000	0.000000	0.000000	1.000000	0.000000	1	395.008	4.44E-06
7B	Fuel Oil	1940s	0.000000	0.000000	0.000000	1.000000	0.000000	6	796.851	3.81E-08
7B	Natural Gas	1940s	0.000000	0.000000	0.000000	1.000000	0.000000	6	796.851	1.74E-05
7B	None	1940s	0.000000	0.000000	0.000000	1.000000	0.000000	0	0	4.78E-08
7B	Other Fuel	1940s	0.000000	0.000000	0.000000	1.000000	0.000000	6	796.851	3.60E-06
7B	Propane	1940s	0.000000	0.000000	0.000000	1.000000	0.000000	6	796.851	2.75E-06
7B	Electricity	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	3	1278.43	7.08E-06
7B	Fuel Oil	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	17	2576.91	5.19E-08
7B	Natural Gas	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	17	2576.91	3.11E-05
7B	None	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	0	0	7.41E-08
7B	Other Fuel	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	17	2576.91	3.45E-06
7B	Propane	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	17	2576.91	3.65E-06
7B	Electricity	1960s	0.000000	0.000000	0.000000	1.000000	0.000000	4	1968.41	1.63E-05
7B	Fuel Oil	1960s	0.000000	0.000000	0.000000	1.000000	0.000000	7	980.323	4.91E-07
7B	Natural Gas	1960s	0.000000	0.000000	0.000000	1.000000	0.000000	7	980.323	4.16E-05
7B	None	1960s	0.000000	0.000000	0.000000	1.000000	0.000000	0	0	2.15E-07
7B	Other Fuel	1960s	0.000000	0.000000	0.000000	1.000000	0.000000	7	980.323	4.24E-06
7B	Propane	1960s	0.000000	0.000000	0.000000	1.000000	0.000000	7	980.323	6.85E-06
7B	Electricity	1970s	0.000000	0.000000	0.000000	1.000000	0.000000	6	2984.36	8.34E-05
7B	Fuel Oil	1970s	0.000000	0.000000	0.000000	1.000000	0.000000	17	2431.31	2.14E-07
7B	Natural Gas	1970s	0.000000	0.000000	0.000000	1.000000	0.000000	17	2431.31	9.99E-05
7B	None	1970s	0.000000	0.000000	0.000000	1.000000	0.000000	0	0	1.87E-06
7B	Other Fuel	1970s	0.000000	0.000000	0.000000	1.000000	0.000000	17	2431.31	1.96E-05
7B	Propane	1970s	0.000000	0.000000	0.000000	1.000000	0.000000	17	2431.31	1.92E-05
7B	Electricity	1980s	0.000000	0.000000	0.000000	1.000000	0.000000	3	1606.83	7.94E-05
7B	Fuel Oil	1980s	0.000000	0.000000	0.000000	1.000000	0.000000	5	878.265	2.08E-06
7B	Natural Gas	1980s	0.000000	0.000000	0.000000	1.000000	0.000000	5	878.265	7.64E-05
7B	None	1980s	0.000000	0.000000	0.000000	1.000000	0.000000	0	0	7.11E-07
7B	Other Fuel	1980s	0.000000	0.000000	0.000000	1.000000	0.000000	5	878.265	1.88E-05
7B	Propane	1980s	0.000000	0.000000	0.000000	1.000000	0.000000	5	878.265	1.51E-05
7B	Electricity	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	3	1277.18	5.95E-05
7B	Fuel Oil	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	11	1557.07	3.74E-07
7B	Natural Gas	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	11	1557.07	0.00012809
7B	None	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	0	0	2.32E-07
7B	Other Fuel	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	11	1557.07	1.35E-05
7B	Propane	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	11	1557.07	3.12E-05
7B	Electricity	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	2	520.966	5.48E-05
7B	Fuel Oil	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	6	388.505	6.48E-08
7B	Natural Gas	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	6	388.505	0.000115615
7B	None	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	0	0	8.15E-08
7B	Other Fuel	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	6	388.505	1.28E-05
7B	Propane	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	6	388.505	2.81E-05
7B	Electricity	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	2	520.966	9.37E-06
7B	Fuel Oil	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	6	388.505	3.84E-08
7B	Natural Gas	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	6	388.505	2.30E-05
7B	None	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	0	0	6.17E-08
7B	Other Fuel	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	6	388.505	2.17E-06
7B	Propane	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	6	388.505	5.18E-06
7B	Electricity	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	5	2310.08	1.24E-05
7B	Fuel Oil	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	20	2765.48	3.06E-07
7B	Natural Gas	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	20	2765.48	5.94E-05
7B	None	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	0	0	5.50E-07
7B	Other Fuel	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	20	2765.48	1.12E-05
7B	Propane	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	20	2765.48	1.07E-05
# Created by: sources\recs\recs2009\tsv_maker.py										
# Source: Constructed using U.S. EIA 2009 Residential Energy Consumption Survey (RECS) microdata.										
# Assumption: There are no mini-split heat pumps in RECS 2009										
"# Assumption: Due to low sample sizes for some heating fuel types, heating fuel data is queried from three groups:1) Electricity, 2) None, and 3) Natural Gas, Propane, Fuel Oil, and Other Fuel Data."										
# Assumption: Assume indicated non-heat pump electric heating is a heat pump when respondents say their AC is a heat pump.										
