Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Floor Area	Dependency=Vintage	Option=1 ACH50	Option=2 ACH50	Option=3 ACH50	Option=4 ACH50	Option=5 ACH50	Option=6 ACH50	Option=7 ACH50	Option=8 ACH50	Option=10 ACH50	Option=15 ACH50	Option=20 ACH50	Option=25 ACH50	Option=30 ACH50	Option=40 ACH50	Option=50 ACH50	sampling_probability
3C	4000+	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	6.49E-05
4A	4000+	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.000793702
4B	4000+	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	3.74E-05
4C	4000+	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	7.29E-05
5A	4000+	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.000839189
5B	4000+	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.000187949
6A	4000+	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.000283921
6B	4000+	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	3.00E-05
7A	4000+	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	3.13E-05
7B	4000+	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	4.36E-06
1A	500-749	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.000184705
2A	500-749	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.00161582
2B	500-749	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.00027972
3A	500-749	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.00163007
3B	500-749	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.00140949
3C	500-749	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.000289423
4A	500-749	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.00175621
4B	500-749	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	8.48E-05
4C	500-749	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.000385758
5A	500-749	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.00149128
5B	500-749	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.000373317
6A	500-749	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.000505414
6B	500-749	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	8.86E-05
7A	500-749	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	5.35E-05
7B	500-749	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	2.26E-05
1A	750-999	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.000376734
2A	750-999	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.00317548
2B	750-999	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.000540696
3A	750-999	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.00325332
3B	750-999	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.00228964
3C	750-999	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.000476828
4A	750-999	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.00358412
4B	750-999	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.000166799
4C	750-999	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.000594889
5A	750-999	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.00344677
5B	750-999	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.000687293
6A	750-999	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.00109141
6B	750-999	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.000126562
7A	750-999	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.000125619
7B	750-999	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	2.27E-05
1A	0-499	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	3.03E-05
2A	0-499	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.000310897
2B	0-499	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	9.54E-05
3A	0-499	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.000438895
3B	0-499	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.00038065
3C	0-499	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	6.66E-05
4A	0-499	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.000622764
4B	0-499	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	4.06E-05
4C	0-499	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.00017632
5A	0-499	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.000478891
5B	0-499	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.00019803
6A	0-499	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.00015564
6B	0-499	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	6.45E-05
7A	0-499	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	1.95E-05
7B	0-499	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	7.68E-06
1A	1000-1499	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.000576822
2A	1000-1499	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.00512099
2B	1000-1499	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.000987426
3A	1000-1499	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.00640126
3B	1000-1499	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.00310877
3C	1000-1499	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.000572772
4A	1000-1499	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.0070891
4B	1000-1499	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.000333712
4C	1000-1499	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.00122311
5A	1000-1499	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.00565509
5B	1000-1499	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.00169268
6A	1000-1499	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.00179994
6B	1000-1499	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.000422448
7A	1000-1499	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.000248724
7B	1000-1499	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	7.65E-05
1A	1500-1999	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.000451258
2A	1500-1999	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.00428739
2B	1500-1999	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.000803157
3A	1500-1999	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.00514861
3B	1500-1999	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.00252238
3C	1500-1999	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.000433088
4A	1500-1999	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.00583061
4B	1500-1999	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.000245937
4C	1500-1999	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.00106388
5A	1500-1999	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.00438909
5B	1500-1999	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.00128712
6A	1500-1999	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.0014419
6B	1500-1999	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.000231347
7A	1500-1999	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.000186008
7B	1500-1999	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	3.67E-05
1A	2000-2499	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.000258529
2A	2000-2499	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.00247901
2B	2000-2499	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.000541131
3A	2000-2499	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.00289081
3B	2000-2499	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.00156062
3C	2000-2499	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.000272892
4A	2000-2499	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.00383288
4B	2000-2499	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.000166628
4C	2000-2499	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.000677618
5A	2000-2499	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.00366096
5B	2000-2499	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.000921004
6A	2000-2499	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.00108046
6B	2000-2499	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.000171512
7A	2000-2499	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.00012766
7B	2000-2499	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	2.98E-05
1A	2500-2999	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.000143168
2A	2500-2999	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.00129874
2B	2500-2999	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.000330935
3A	2500-2999	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.00150996
3B	2500-2999	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.000801686
3C	2500-2999	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.000144649
4A	2500-2999	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.00220268
4B	2500-2999	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	7.91E-05
4C	2500-2999	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.000299999
5A	2500-2999	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.00225956
5B	2500-2999	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.000542998
6A	2500-2999	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.000680069
6B	2500-2999	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	7.56E-05
7A	2500-2999	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	8.92E-05
7B	2500-2999	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	1.26E-05
1A	3000-3999	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.000141925
2A	3000-3999	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.0011495
2B	3000-3999	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.000327376
3A	3000-3999	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.00141172
3B	3000-3999	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.000679651
3C	3000-3999	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.000120413
4A	3000-3999	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.00210727
4B	3000-3999	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	7.89E-05
4C	3000-3999	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.000232405
5A	3000-3999	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.00237195
5B	3000-3999	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.000596356
6A	3000-3999	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.000819116
6B	3000-3999	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.000115801
7A	3000-3999	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.000115548
7B	3000-3999	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	2.07E-05
1A	4000+	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	3.88E-05
2A	4000+	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.000495847
2B	4000+	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.000155519
3A	4000+	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.000677276
3B	4000+	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.000272093
3C	4000+	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	4.75E-05
4A	4000+	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	0.000906869
4B	4000+	1990s	1.13291E-06	9.04E-04	0.014381031	0.000334931	0.001549023	0.00443107	0.009378826	0.016236953	0.057581182	0.273448432	0.336417665	0.285335465	0	0	0	3.81E-05
