Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Floor Area	Dependency=Vintage	Option=1 ACH50	Option=2 ACH50	Option=3 ACH50	Option=4 ACH50	Option=5 ACH50	Option=6 ACH50	Option=7 ACH50	Option=8 ACH50	Option=10 ACH50	Option=15 ACH50	Option=20 ACH50	Option=25 ACH50	Option=30 ACH50	Option=40 ACH50	Option=50 ACH50	sampling_probability
3C	2000-2499	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	0.000388497
4A	2000-2499	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	0.00352882
4B	2000-2499	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	0.000177634
4C	2000-2499	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	0.000489378
5A	2000-2499	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	0.00368737
5B	2000-2499	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	0.000871346
6A	2000-2499	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	0.00125402
6B	2000-2499	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	0.000237781
7A	2000-2499	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	0.000190962
7B	2000-2499	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	2.63E-05
1A	2500-2999	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	9.40E-05
2A	2500-2999	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	0.000859745
2B	2500-2999	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	0.000212873
3A	2500-2999	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	0.00117358
3B	2500-2999	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	0.000729126
3C	2500-2999	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	0.000234826
4A	2500-2999	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	0.0017606
4B	2500-2999	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	8.50E-05
4C	2500-2999	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	0.000248423
5A	2500-2999	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	0.00180119
5B	2500-2999	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	0.000508615
6A	2500-2999	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	0.000557897
6B	2500-2999	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	5.86E-05
7A	2500-2999	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	9.49E-05
7B	2500-2999	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	6.70E-06
1A	3000-3999	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	5.48E-05
2A	3000-3999	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	0.000586138
2B	3000-3999	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	0.000117178
3A	3000-3999	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	0.000768621
3B	3000-3999	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	0.000345797
3C	3000-3999	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	0.000109264
4A	3000-3999	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	0.00115055
4B	3000-3999	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	5.22E-05
4C	3000-3999	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	0.000126088
5A	3000-3999	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	0.001276
5B	3000-3999	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	0.00030107
6A	3000-3999	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	0.000410508
6B	3000-3999	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	3.74E-05
7A	3000-3999	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	6.26E-05
7B	3000-3999	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	5.51E-06
1A	4000+	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	2.62E-05
2A	4000+	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	0.000207759
2B	4000+	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	4.51E-05
3A	4000+	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	0.000253979
3B	4000+	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	0.000219755
3C	4000+	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	6.47E-05
4A	4000+	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	0.000428596
4B	4000+	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	2.45E-05
4C	4000+	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	6.54E-05
5A	4000+	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	0.00047993
5B	4000+	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	0.000140978
6A	4000+	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	0.000125742
6B	4000+	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	6.94E-05
7A	4000+	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	2.56E-05
7B	4000+	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	8.72E-06
1A	500-749	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	0.000414386
2A	500-749	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	0.0020403
2B	500-749	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	0.000334894
3A	500-749	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	0.00190169
3B	500-749	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	0.00208919
3C	500-749	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	0.000489396
4A	500-749	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	0.00286723
4B	500-749	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	0.000146253
4C	500-749	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	0.000550618
5A	500-749	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	0.00361707
5B	500-749	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	0.000715288
6A	500-749	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	0.000941745
6B	500-749	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	0.0001728
7A	500-749	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	9.99E-05
7B	500-749	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	2.98E-05
1A	750-999	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	0.000680375
2A	750-999	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	0.00335192
2B	750-999	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	0.00055004
3A	750-999	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	0.00325206
3B	750-999	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	0.0030563
3C	750-999	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	0.000761642
4A	750-999	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	0.00477683
4B	750-999	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	0.000229022
4C	750-999	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	0.000777665
5A	750-999	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	0.00533898
5B	750-999	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	0.00112403
6A	750-999	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	0.00128229
6B	750-999	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	0.00030983
7A	750-999	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	0.000173069
7B	750-999	1970s	0	2.28E-05	7.99E-04	5.88E-03	0.000438262	0.001523938	0.003796779	0.007557815	0.032263787	0.212165478	0.354520071	0.381035484	0	0	0	4.64E-05
1A	0-499	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	4.45E-05
2A	0-499	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.000392899
2B	0-499	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.00010798
3A	0-499	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.000421819
3B	0-499	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.000546875
3C	0-499	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	9.31E-05
4A	0-499	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.000650067
4B	0-499	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	4.66E-05
4C	0-499	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.000150146
5A	0-499	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.000543674
5B	0-499	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.00018151
6A	0-499	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.00017643
6B	0-499	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	5.76E-05
7A	0-499	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	1.85E-05
7B	0-499	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	8.16E-06
1A	1000-1499	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.0007564
2A	1000-1499	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.00583653
2B	1000-1499	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.000936529
3A	1000-1499	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.00579265
3B	1000-1499	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.00389365
3C	1000-1499	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.000835399
4A	1000-1499	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.00652212
4B	1000-1499	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.000353132
4C	1000-1499	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.000923183
5A	1000-1499	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.00542672
5B	1000-1499	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.00140968
6A	1000-1499	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.00167173
6B	1000-1499	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.000368269
7A	1000-1499	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.000204454
7B	1000-1499	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	6.42E-05
1A	1500-1999	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.000486868
2A	1500-1999	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.00467121
2B	1500-1999	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.000621015
3A	1500-1999	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.00460149
3B	1500-1999	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.00290404
3C	1500-1999	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.000584074
4A	1500-1999	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.00524721
4B	1500-1999	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.000251068
4C	1500-1999	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.000751426
5A	1500-1999	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.00381848
5B	1500-1999	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.000933945
6A	1500-1999	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.00131576
6B	1500-1999	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.000194378
7A	1500-1999	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.000156451
7B	1500-1999	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	2.69E-05
1A	2000-2499	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.000234887
2A	2000-2499	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.00256434
2B	2000-2499	1980s	7.28979E-09	7.64E-05	2.01E-03	0.01159485	0.006998481	0.015644443	0.026864153	0.038820105	0.108569206	0.340716258	0.277440177	0.171269486	0	0	0	0.000400458
